                                 SITUATIA OBIECTELOR DE INVENTAR LA DATA 06/03/2004               

                                                                                                             
 -  -   -  -   -                                                                                             

CONTUL: 52=602.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA: 50 = MAGAZIA CENTRALA       SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:     1
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  116| CHIUVETA FONTA                           |   20047|   buc    |  NOU  |      18824.00 |      2.000|         37648 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  117| CHIUVETA FONTA                           |   20047|   buc    |  NOU  |      18823.80 |      5.000|         94119 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  118| CHIUVETA FONTA                           |   20047|   buc    |  NOU  |      18824.00 |      2.000|         37648 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  119| CHIUVETA FONTA                           |   20047|   buc    |  NOU  |      18824.00 |      1.000|         18824 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  120| CHIUVETA FONTA                           |   20047|   buc    |  NOU  |      18824.00 |      1.000|         18824 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  121| CHIUVETA FONTA                           |   20047|   buc    |  NOU  |      18823.76 |     29.000|        545889 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  122| LOPETI TIP FARAS                         |   20048|   buc    |  NOU  |      34958.00 |      2.000|         69916 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  123| LOPETI TIP FARAS                         |   20048|   buc    |  NOU  |      34958.00 |      2.000|         69916 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  124| LOPETI TIP FARAS                         |   20048|   buc    |  NOU  |      34958.00 |      6.000|        209748 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  125| LOPETI TIP FARAS                         |   20048|   buc    |  NOU  |      34958.00 |      4.000|        139832 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  126| LOPETI TIP FARAS                         |   20048|   buc    |  NOU  |      34958.00 |      5.000|        174790 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  127| LOPETI TIP FARAS                         |   20048|   buc    |  NOU  |      34958.00 |      1.000|         34958 |109|FO| 1|65| 3| 1|01/01/2003|    11.944 |
|  128| HALATE ALBE                              |   20049|   buc    |  NOU  |       4239.67 |      6.000|         25438 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  129| HALATE ALBE                              |   20049|   buc    |  NOU  |       4239.60 |      5.000|         21198 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  130| RAFTURI METALICE                         |   20050|   buc    |  NOU  |      74833.33 |      3.000|        224500 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  131| SALOPETE DOC                             |   20052|   cos    |  NOU  |      11750.00 |      1.000|         11750 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  132| PRELUNGITOR                              |   20053|   buc    |  NOU  |       4449.00 |      1.000|          4449 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  133| PERDEA RELON                             |   20054|    ml    |  NOU  |       5770.58 |     24.950|        143976 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  134| PERDEA RELON                             |   20054|    ml    |  NOU  |       5770.60 |     10.000|         57706 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  135| PERDEA RELON                             |   20054|    ml    |  NOU  |       5770.50 |      4.000|         23082 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  136| PERDEA RELON                             |   20054|    ml    |  NOU  |       5770.50 |      4.000|         23082 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  137| PERDEA RELON                             |   20054|    ml    |  NOU  |       5770.50 |      4.000|         23082 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  138| PERDEA RELON                             |   20054|    ml    |  NOU  |       5770.58 |     63.700|        367586 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  139| PERDEA RELON                             |   20054|    ml    |  NOU  |       5770.60 |     10.000|         57706 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  140| PERDEA RELON                             |   20054|    ml    |  NOU  |       5770.59 |     51.000|        294300 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  141| BIROU STEJAR                             |   20055|   buc    |  NOU  |      18750.00 |      2.000|         37500 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  142| BIROU STEJAR                             |   20055|   buc    |  NOU  |      18750.00 |      1.000|         18750 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  143| BIROU STEJAR                             |   20055|   buc    |  NOU  |      18750.00 |      1.000|         18750 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  144| BIROU STEJAR                             |   20055|   buc    |  NOU  |      18750.00 |      1.000|         18750 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  145| STINGATOR PCI                            |   20056|   buc    |  NOU  |      19141.00 |      4.000|         76564 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  146| STINGATOR PCI                            |   20056|   buc    |  NOU  |      19141.00 |      2.000|         38282 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  147| STINGATOR PCI                            |   20056|   buc    |  NOU  |      19141.00 |      2.000|         38282 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  148| STINGATOR PCI                            |   20056|   buc    |  NOU  |      19141.00 |      5.000|         95705 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  149| STINGATOR PCI                            |   20056|   buc    |  NOU  |      19141.00 |      1.000|         19141 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  150| CUIER                                    |   20057|   buc    |  NOU  |      48443.00 |      2.000|         96886 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  151| CUIER                                    |   20057|   buc    |  NOU  |      48443.00 |      1.000|         48443 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  152| CUIER                                    |   20057|   buc    |  NOU  |      48443.00 |      3.000|        145329 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  153| DULAP 2 CORPURI                          |   20058|   buc    |  NOU  |      82072.00 |      1.000|         82072 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  154| GALERIE                                  |   20059|   buc    |  NOU  |       7938.00 |      2.000|         15876 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  155| GALERIE                                  |   20059|   buc    |  NOU  |       7938.00 |      1.000|          7938 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  156| GALERIE                                  |   20059|   buc    |  NOU  |       7938.20 |     10.000|         79382 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  157| RAFTURI METALICE VECHI                   |   20060|   buc    |  NOU  |      10995.00 |      5.000|         54975 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  158| RAFTURI METALICE VECHI                   |   20060|   buc    |  NOU  |      10995.00 |      1.000|         10995 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  159| SUPORT BULETINE                          |   20061|   buc    |  NOU  |       1448.00 |      1.000|          1448 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  160| BROASCA YALA                             |   20062|   buc    |  NOU  |      11897.00 |      3.000|         35691 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  161| BROASCA YALA                             |   20062|   buc    |  NOU  |      11897.00 |      1.000|         11897 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  162| BROASCA YALA                             |   20062|   buc    |  NOU  |      11896.90 |     10.000|        118969 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  163| CUIERE PERETE                            |   20064|   buc    |  NOU  |       3396.00 |      2.000|          6792 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  164| FISET METALIC 2 USI                      |   20065|   buc    |  NOU  |    1037750.67 |      3.000|       3113252 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  165| FISET METALIC 2 USI                      |   20065|   buc    |  NOU  |    1037751.00 |      1.000|       1037751 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  166| FISET METALIC 2 USI                      |   20065|   buc    |  NOU  |    1037750.50 |      2.000|       2075501 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  167| FISET METALIC 2 USI                      |   20065|   buc    |  NOU  |    1037750.50 |      2.000|       2075501 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  168| FISET METALIC 2 USI                      |   20065|   buc    |  NOU  |    1037751.00 |      1.000|       1037751 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  169| FISET METALIC 2 USI                      |   20065|   buc    |  NOU  |    1037750.46 |     13.000|      13490756 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|CONTUL:109=603.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA:  1 = CALEA BUCURESTI        SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:     4
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  170| COSURI GUNOI                             |   20066|   buc    |  NOU  |       7633.33 |      3.000|         22900 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  171| COSURI GUNOI                             |   20066|   buc    |  NOU  |       7633.40 |      5.000|         38167 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  172| COSURI GUNOI                             |   20066|   buc    |  NOU  |       7633.40 |      5.000|         38167 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  173| TAVI INOX                                |   20067|   buc    |  NOU  |       2715.39 |     38.000|        103185 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  174| TAVI INOX                                |   20067|   buc    |  NOU  |       2715.43 |      7.000|         19008 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  175| TAVI INOX                                |   20067|   buc    |  NOU  |       2715.40 |     10.000|         27154 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  176| TAVI INOX                                |   20067|   buc    |  NOU  |       2715.33 |      6.000|         16292 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  177| TAVI INOX                                |   20067|   buc    |  NOU  |       2715.40 |     10.000|         27154 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  178| TAVI INOX                                |   20067|   buc    |  NOU  |       2715.40 |     10.000|         27154 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  179| TAVI INOX                                |   20067|   buc    |  NOU  |       2715.40 |     10.000|         27154 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  180| TAVI INOX                                |   20067|   buc    |  NOU  |       2715.50 |      4.000|         10862 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  181| CHIUVETA FONTA                           |   20069|   buc    |  NOU  |     359571.00 |      2.000|        719142 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  182| CHIUVETA FONTA                           |   20069|   buc    |  NOU  |     359571.00 |      2.000|        719142 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  183| CHIUVETA FONTA                           |   20069|   buc    |  NOU  |     359571.00 |      1.000|        359571 |109|FO| 1| 9| 3| 1|01/01/2003|    11.944 |
|  184| FURTUN D 25                              |   20070|    ml    |  NOU  |       1879.19 |     43.000|         80805 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  185| FURTUN D 25                              |   20070|    ml    |  NOU  |       1879.19 |     80.000|        150335 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  186| FURTUN D 25                              |   20070|    ml    |  NOU  |       1879.20 |     10.000|         18792 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  187| FURTUN D 25                              |   20070|    ml    |  NOU  |       1879.20 |     40.000|         75168 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  188| FURTUN D 25                              |   20070|    ml    |  NOU  |       1879.18 |    142.000|        266844 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  189| \RAME METALICE                           |   20072|   buc    |  NOU  |      82838.12 |     24.000|       1988115 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  190| \RAME METALICE                           |   20072|   buc    |  NOU  |      82838.17 |      6.000|        497029 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  191| \RAME METALICE                           |   20072|   buc    |  NOU  |      82838.12 |      8.000|        662705 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  192| STELAJE PT CAR4CASE                      |   20073|   buc    |  NOU  |      64450.45 |     11.000|        708955 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  193| STELAJE PT CAR4CASE                      |   20073|   buc    |  NOU  |      64450.50 |      2.000|        128901 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  194| STELAJE PT CAR4CASE                      |   20073|   buc    |  NOU  |      64450.33 |      3.000|        193351 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  195| SORTURI ALBE                             |   20075|   buc    |  NOU  |       1662.00 |     11.000|         18282 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  196| SORTURI ALBE                             |   20075|   buc    |  NOU  |       1662.00 |      6.000|          9972 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  197| SORTURI ALBE                             |   20075|   buc    |  NOU  |       1661.97 |     30.000|         49859 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  198| PINZA DECORATIVA                         |   20076|    mp    |  NOU  |       1600.00 |      6.100|          9760 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  199| AEROTERMA                                |   20077|   buc    |  NOU  |      33899.00 |      1.000|         33899 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  200| AEROTERMA                                |   20077|   buc    |  NOU  |      33899.00 |      1.000|         33899 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  201| SCAUNE PLOIESTI                          |   20078|   buc    |  NOU  |      47000.00 |      2.000|         94000 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  202| SCAUNE PLOIESTI                          |   20078|   buc    |  NOU  |      47000.00 |      2.000|         94000 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  203| SCAUNE PLOIESTI                          |   20078|   buc    |  NOU  |      47000.00 |      1.000|         47000 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  204| SCAUNE PLOIESTI                          |   20078|   buc    |  NOU  |      47000.21 |     33.000|       1551007 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  205| MESE MOZAICATE                           |   20079|   buc    |  NOU  |     954358.56 |    114.000|     108796876 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  206| MESE MOZAICATE                           |   20079|   buc    |  NOU  |     954358.56 |    103.000|      98298932 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  207| MESE MOZAICATE                           |   20079|   buc    |  NOU  |     954358.57 |     30.000|      28630757 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  208| MESE MOZAICATE                           |   20079|   buc    |  NOU  |     954358.57 |     21.000|      20041530 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  209| MESE MOZAICATE                           |   20079|   buc    |  NOU  |     954358.55 |     33.000|      31493832 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
|  210| MESE MOZAICATE                           |   20079|   buc    |  NOU  |     954358.56 |     25.000|      23858964 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  211| MESE MOZAICATE                           |   20079|   buc    |  NOU  |     954358.55 |    185.000|     176556332 |109|FO| 1| 8| 3| 1|01/01/2003|    11.944 |
|  212| GRILAJ FIER GEAM                         |   20080|   buc    |  NOU  |      18194.00 |      1.000|         18194 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  213| GRILAJ FIER GEAM                         |   20080|   buc    |  NOU  |      18194.18 |    280.000|       5094370 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  214| GRILAJ FIER GEAM                         |   20080|   buc    |  NOU  |      18194.00 |      1.000|         18194 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  215| GRILAJ USA                               |   20081|   buc    |  NOU  |      62630.00 |      1.000|         62630 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  216| GRILAJ USA                               |   20081|   buc    |  NOU  |      62630.00 |      1.000|         62630 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  217| LUSTRA CU 3 BRATE                        |   20082|   buc    |  NOU  |      78530.50 |      2.000|        157061 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  218| LUSTRA CU 3 BRATE                        |   20082|   buc    |  NOU  |      78530.50 |      2.000|        157061 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  219| LUSTRA CU 3 BRATE                        |   20082|   buc    |  NOU  |      78530.00 |      1.000|         78530 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  220| LUSTRA CU 3 BRATE                        |   20082|   buc    |  NOU  |      78530.00 |      1.000|         78530 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  221| LUSTRA CU 3 BRATE                        |   20082|   buc    |  NOU  |      78530.00 |      1.000|         78530 |109|FO| 1| 7| 3| 1|01/01/2003|    11.944 |
|  222| LUSTRA CU 3 BRATE                        |   20082|   buc    |  NOU  |      78530.50 |      2.000|        157061 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  223| BIROU LAMIITA                            |   20083|   buc    |  NOU  |     182932.00 |      1.000|        182932 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  224| BIROU LAMIITA                            |   20083|   buc    |  NOU  |     182932.50 |      2.000|        365865 |109|FO| 1|99| 3| 1|01/01/2003|    11.944 |
|  225| VESTIARE 4 COMP                          |   20084|   buc    |  NOU  |     211023.50 |      2.000|        422047 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  226| VESTIARE 4 COMP                          |   20084|   buc    |  NOU  |     211024.00 |      1.000|        211024 |109|FO| 1|56| 3| 1|01/01/2003|    11.944 |
|  227| ACOPERIS MESE INOX                       |   20085|   buc    |  NOU  |     117491.00 |     12.000|       1409892 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|CONTUL:109=603.04.04.03.26.03.11 ALTE OBIECTE DE INVENTAR                            Uz/St 0=FOLOSINTA   GEST.(Ge):  1=ADM PIETELOR PITESTI
LOCUL UNDE SE AFLA:  2 = PIATA GAVANA           SURSA FINANTARE (F):  3=BUGET CAP.51.03  PROVENIENTA (P):  1 =INZ. ORG.CENTR.  pagina:     5
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  Nr.|                                          |        |          |       |    PRETUL     |           |               |Co-|Uz|Ge|Lo|F |P |          |  Procent  |
|  crt|         DENUMIREA MATERIALULUI           | NUMAR  | UNITATE  |STAREA |    UNITAR     | CANTITATE |    VALOARE    |nt |/ |  |cu|  |  |Data intr | actual de |
|     |                                          |  FISA  | MASURA   |       |               |           |               |   |St|  |  |  |  |          | folosire  |
|-----|------------------------------------------|--------|----------|-------|---------------|-----------|---------------|---|--|--|--|--|--|----------|-----------|
|  228| PUBELE GUNOI                             |   20087|   buc    |  NOU  |      68790.50 |      4.000|        275162 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  229| PUBELE GUNOI                             |   20087|   buc    |  NOU  |      68790.40 |      5.000|        343952 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  230| PUBELE GUNOI                             |   20087|   buc    |  NOU  |      68790.33 |      3.000|        206371 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  231| PUBELE GUNOI                             |   20087|   buc    |  NOU  |      68790.42 |     12.000|        825485 |109|FO| 1| 6| 3| 1|01/01/2003|    11.944 |
|  232| STAMPILA TRIUNGHIULARA                   |   20088|   buc    |  NOU  |       2150.00 |      1.000|          2150 |109|FO| 1| 1| 3| 1|01/01/2003|    11.944 |
|  233| STAMPILA TRIUNGHIULARA                   |   20088|   buc    |  NOU  |       2150.00 |      1.000|          2150 |109|FO| 1| 2| 3| 1|01/01/2003|    11.944 |
|  234| STAMPILA TRIUNGHIULARA                   |   20088|   buc    |  NOU  |       2150.00 |      1.000|          2150 |109|FO| 1| 3| 3| 1|01/01/2003|    11.944 |
|  235| STAMPILA TRIUNGHIULARA                   |   20088|   buc    |  NOU  |       2150.00 |      1.000|          2150 |109|FO| 1| 4| 3| 1|01/01/2003|    11.944 |
|  236| STAMPILA TRIUNGHIULARA                   |   20088|   buc    |  NOU  |       2150.00 |      1.000|          2150 |109|FO| 1| 5| 3| 1|01/01/2003|    11.944 |
